Quarter,Minute,Second,Down,ToGo,YardLine,PointDiff,PlayType
1,11,50,1,10,25,0,0
2,10,35,1,10,55,-4,1
1,6,50,2,10,21,-7,0
1,13,2,1,10,53,0,1
2,2,29,2,5,50,-10,1
3,11,39,3,1,28,3,0
1,0,58,1,2,98,0,0
1,7,44,2,10,20,-3,0
4,12,32,1,5,9,30,0
1,9,37,2,11,26,0,1
1,11,5,1,10,49,0,0
3,13,47,3,3,34,-11,1
4,6,26,1,10,50,-22,0
1,9,59,2,9,63,7,1
1,8,18,3,7,53,7,1
4,3,13,2,8,71,2,0
1,8,8,1,10,61,7,0
1,9,29,3,2,84,0,1
2,3,53,2,10,77,13,1
1,1,55,3,4,27,-7,1
4,4,51,1,10,20,-2,1
1,11,2,3,4,91,0,1
4,9,37,1,10,38,-16,1
2,8,45,3,13,16,-3,1
4,8,10,3,7,40,1,1
4,10,7,2,10,5,-6,1
2,10,29,1,10,20,-10,1
1,5,11,1,10,34,-3,0
2,1,5,2,11,54,-4,1
2,1,2,2,11,15,6,0
3,10,59,1,10,78,13,0
4,7,10,2,7,24,7,1
1,13,11,1,10,56,0,1
1,3,33,1,10,67,-7,0
1,3,46,1,10,29,7,1
2,12,57,1,10,60,0,1
4,4,36,2,3,27,0,0
4,3,41,1,10,70,-2,0
2,0,14,2,10,54,-8,1
3,10,44,2,6,42,-3,1
2,4,0,3,7,81,0,1
4,12,53,1,10,59,5,1
3,4,53,1,4,96,-29,0
3,6,56,3,13,78,10,1
3,4,10,2,10,22,-18,1
2,13,52,1,10,59,17,1
3,10,7,3,6,11,30,1
4,15,0,2,8,48,-6,1
4,3,48,2,10,19,-17,1
4,3,43,3,5,95,10,1
3,5,33,2,8,56,-5,1
2,4,23,1,5,34,-9,0
3,10,9,3,1,41,-3,1
3,14,49,1,10,74,13,1
3,8,57,1,10,42,-14,1
3,4,56,2,9,89,-19,1
1,8,43,3,10,3,0,1
4,3,59,3,8,57,32,0
2,0,42,1,10,30,-6,1
3,12,52,1,10,52,-7,0
2,9,54,2,10,21,14,1
3,14,55,1,10,19,0,1
4,12,4,2,8,66,-3,1
3,2,26,1,10,88,-21,1
1,10,0,1,9,91,0,1
2,12,12,1,10,54,-3,1
4,2,46,2,4,96,-10,1
3,3,6,2,4,55,-10,1
2,7,33,1,10,55,-3,0
4,3,53,1,20,56,-3,1
4,6,5,2,1,29,5,0
4,13,57,2,10,25,7,1
3,11,50,1,10,86,1,0
4,9,32,1,10,20,-11,1
4,5,41,1,20,78,14,1
1,5,28,1,10,8,3,0
4,7,34,1,10,20,5,1
3,2,37,3,10,18,10,1
1,1,36,3,5,85,-7,1
2,10,54,1,10,20,6,0
3,1,57,2,10,82,-16,1
3,9,32,2,5,75,-5,0
1,8,38,3,12,56,0,1
2,11,46,2,10,37,1,0
4,2,32,3,2,98,28,0
4,6,9,2,10,39,-10,1
3,14,33,1,10,41,-20,1
2,10,17,2,6,94,-7,1
1,0,37,1,10,46,8,0
2,4,13,1,5,13,6,1
3,13,25,2,10,57,0,0
3,7,40,1,10,39,-7,0
4,4,39,3,10,1,-1,1
3,8,8,1,10,20,-3,1
4,4,10,1,10,74,-4,1
4,0,8,2,10,63,-2,1
2,2,0,2,11,19,14,0
3,6,13,1,10,20,-31,0
3,7,7,1,10,33,0,0
3,4,53,1,10,20,-6,1
2,10,18,4,1,56,7,0
1,13,7,2,10,36,0,0
1,7,54,3,2,36,-3,0
1,4,47,2,8,67,-10,1
1,11,41,3,7,72,0,1
2,6,23,3,1,71,-7,0
2,3,16,2,10,84,10,0
2,1,24,3,6,57,-4,1
1,11,32,1,10,63,0,1
3,10,11,1,10,20,18,0
3,4,45,2,10,37,-6,1
3,3,10,3,1,96,-20,1
2,7,59,1,10,22,-10,0
3,7,24,2,3,27,-5,0
2,8,10,3,3,89,-7,1
3,7,30,1,10,31,-12,1
4,3,19,1,10,88,10,0
2,1,32,1,10,13,7,0
4,8,21,1,10,23,-6,1
2,0,10,3,1,10,14,0
2,6,38,1,10,26,-10,1
2,13,6,1,10,26,6,1
3,7,2,2,17,45,-14,1
2,8,15,2,8,40,10,0
2,2,25,2,7,75,-7,1
4,2,40,3,10,90,-10,1
4,14,20,2,2,68,2,1
1,8,34,1,10,62,-7,1
2,0,17,3,8,89,6,1
1,5,57,3,16,24,-3,1
1,6,47,1,10,13,0,1
4,14,34,2,4,52,4,0
3,9,13,2,3,85,-14,0
3,0,57,1,10,61,-3,1
3,5,11,1,10,68,-24,1
3,1,56,2,10,20,-1,1
3,11,13,1,10,77,24,0
4,4,40,2,6,71,4,0
2,5,40,1,15,58,14,0
4,15,0,1,10,20,9,0
4,2,10,1,10,31,-7,1
4,7,44,3,3,29,-17,1
4,11,51,1,10,90,6,0
1,5,26,1,10,14,3,1
3,0,32,2,10,18,13,0
3,10,16,1,10,65,-10,0
4,0,41,2,2,98,-24,1
4,9,52,2,5,37,-10,1
2,2,0,2,6,52,1,0
3,5,1,1,10,80,-8,1
3,12,35,3,2,45,4,1
3,3,6,1,10,38,12,0
1,7,51,1,10,48,0,1
2,10,43,1,10,47,3,0
2,1,6,3,16,33,-2,1
3,9,51,1,10,66,11,0
2,6,5,3,24,52,4,1
2,2,0,2,2,86,-10,0
2,1,44,2,10,20,3,1
3,14,10,3,5,25,3,1
1,14,22,2,10,20,0,1
4,8,39,1,10,45,21,1
1,11,51,2,10,35,0,0
1,3,36,1,10,15,10,1
2,14,25,2,5,86,-3,0
4,7,52,3,2,63,-2,1
1,14,15,2,14,10,0,1
4,2,3,1,10,74,-18,1
3,7,28,1,10,14,-6,0
1,9,23,3,7,93,0,1
3,8,53,2,6,29,4,1
1,7,13,2,10,53,3,0
1,14,26,2,8,22,0,1
1,3,26,1,10,49,0,1
4,6,40,2,6,94,-21,1
2,10,6,1,10,45,-7,1
1,13,42,3,4,31,0,1
2,1,46,1,10,21,-7,1
3,1,11,1,10,55,11,1
1,14,25,2,8,27,0,1
2,1,14,3,13,87,6,0
4,14,20,3,1,47,7,0
1,7,32,1,10,20,0,0
4,11,15,2,2,45,0,1
4,5,55,1,10,29,-3,0
2,13,0,2,3,30,3,0
1,11,50,3,8,64,0,1
4,2,27,2,8,44,7,0
3,11,7,2,10,64,-14,1
3,10,32,1,10,33,4,1
1,5,57,2,1,56,0,0
4,13,55,1,10,30,5,0
2,7,3,2,9,84,-7,1
4,0,40,1,10,20,-9,1
1,11,0,3,16,20,0,0
4,4,13,2,3,63,-7,0
2,7,35,1,10,25,-4,1
1,3,0,1,10,20,7,0
3,7,26,3,10,20,-1,1
2,12,28,1,10,84,10,0
2,1,24,3,13,23,11,0
3,14,1,1,10,40,5,0
3,5,19,2,3,27,-18,1
4,6,13,1,10,49,-12,1
1,12,56,1,10,45,0,0
1,8,56,1,10,63,7,1
2,0,52,2,3,80,0,1
2,0,10,1,10,50,-3,1
1,1,39,2,12,55,0,1
4,1,9,1,8,92,0,0
1,5,2,1,10,14,-10,1
3,1,45,2,13,9,4,0
3,7,55,1,3,97,10,1
1,7,17,2,7,15,0,0
2,5,39,1,15,20,-14,1
4,8,23,3,14,48,17,1
2,3,35,1,10,25,0,0
4,0,41,1,10,54,-13,1
4,7,44,2,10,45,-25,0
4,9,53,3,6,65,3,1
2,12,27,1,10,51,-4,0
1,10,23,2,12,65,0,0
1,10,56,2,9,32,0,1
3,7,40,2,16,53,17,1
4,2,31,3,14,16,-3,1
2,5,6,1,15,77,6,0
2,2,34,3,4,71,0,1
4,7,20,2,10,51,-9,1
4,2,0,1,10,55,3,0
4,2,0,2,6,39,-32,1
1,1,36,1,10,4,3,0
2,3,8,1,10,3,-10,1
4,5,31,3,13,40,-20,1
1,9,29,1,10,80,0,1
2,5,5,1,10,11,-4,0
2,3,6,2,10,59,0,0
4,0,16,3,5,70,-10,1
4,3,25,2,11,44,2,1
3,14,37,1,20,10,6,1
4,5,8,3,5,56,14,0
3,15,0,1,10,20,-13,1
4,1,58,2,15,29,-8,1
2,4,33,2,10,56,-13,1
2,15,0,2,6,85,0,0
1,14,14,1,10,40,0,1
3,13,48,1,10,27,11,1
3,3,48,2,1,51,12,0
2,5,30,3,8,10,3,1
2,2,55,3,15,15,4,1
3,12,27,3,17,18,-1,1
1,6,16,1,10,7,4,0
4,8,55,1,10,51,19,0
1,15,0,1,10,20,0,1
1,14,11,1,10,29,0,1
2,4,49,1,10,65,10,0
4,15,0,1,10,50,24,1
2,0,8,2,10,44,-5,1
3,12,33,2,13,42,-5,1
3,4,1,1,10,18,10,0
2,3,5,1,10,69,-5,0
4,1,58,1,10,54,13,0
2,7,18,2,1,62,-7,0
1,5,20,1,10,34,7,1
2,7,31,1,20,60,4,1
2,9,41,1,15,76,0,0
3,15,0,1,10,20,-4,1
1,13,51,3,2,33,0,1
2,8,37,3,2,40,-7,1
1,8,54,3,5,51,0,1
4,0,27,1,10,42,-1,1
4,8,33,1,10,46,6,0
4,7,45,2,10,46,-10,1
4,11,43,2,14,66,3,1
3,2,4,1,10,61,21,0
4,6,33,1,10,62,4,0
1,1,7,3,5,25,0,1
4,14,17,1,10,40,11,1
3,9,46,3,5,43,-7,1
4,3,46,2,15,75,15,0
3,5,42,2,4,43,-18,1
2,0,28,1,10,22,4,1
4,12,25,2,10,48,30,1
4,9,49,1,10,54,-30,1
2,3,28,2,10,62,-9,0
4,9,12,2,10,22,1,1
4,4,50,1,20,24,-17,1
2,12,2,2,8,90,0,0
2,12,29,1,10,77,-3,0
2,8,29,1,10,83,7,0
1,3,5,2,8,27,0,0
4,14,12,3,7,45,-21,1
2,13,0,2,6,23,-13,1
2,6,59,1,10,67,0,0
2,7,0,3,8,38,5,1
1,9,40,3,2,98,0,1
3,9,55,1,10,30,-5,0
3,3,22,2,10,57,-10,1
3,14,16,3,10,20,30,1
2,7,22,3,11,38,7,1
4,2,28,2,9,64,-42,0
4,0,34,3,3,87,-7,1
4,9,22,3,5,33,-34,1
1,4,24,2,8,73,12,0
3,12,35,1,10,20,-3,1
4,1,53,4,15,37,3,1
4,1,46,1,10,25,-7,1
2,2,13,3,9,36,-3,1
2,6,18,1,10,70,4,1
2,2,0,2,10,23,13,1
4,12,25,3,3,67,8,0
1,7,56,2,6,19,-10,0
1,12,49,1,10,46,0,1
3,9,32,1,10,41,2,1
2,5,49,2,4,11,0,0
1,5,59,3,10,43,-7,1
2,6,47,3,7,29,-10,1
1,5,56,1,10,39,0,1
3,13,25,2,6,50,-10,1
3,4,53,3,5,35,-30,1
1,0,16,1,10,36,-7,1
4,0,26,1,10,22,-2,1
2,12,40,1,10,28,0,1
4,0,57,3,2,94,-9,1
1,10,0,1,10,20,-7,1
2,3,50,1,10,22,13,0
1,1,6,2,1,63,3,0
3,6,28,2,10,77,-13,1
2,3,58,1,10,26,7,0
2,5,3,1,10,59,-7,1
3,1,52,1,10,45,7,1
1,8,19,3,5,85,0,1
1,0,25,3,11,59,-7,1
4,13,25,2,22,59,3,1
3,14,25,2,7,23,9,0
2,10,33,2,16,84,-7,1
4,6,32,1,10,7,-5,0
4,11,9,1,4,96,-21,1
2,3,46,2,10,31,4,1
2,0,35,2,6,40,3,1
4,2,34,3,5,70,15,0
3,13,6,3,8,69,9,1
3,4,55,3,6,18,-22,1
3,1,59,2,10,11,-25,1
2,9,17,1,10,71,-4,0
2,8,48,2,10,16,3,0
1,10,0,1,10,66,0,0
3,1,56,1,10,42,-13,1
4,1,42,1,10,29,-5,1
3,9,32,3,4,36,3,1
4,8,51,1,10,17,-3,1
2,1,6,2,4,26,4,1
1,1,34,2,8,24,13,0
2,13,40,1,10,35,0,0
1,11,43,1,10,43,0,0
1,8,25,1,10,30,-7,1
1,2,34,1,10,59,0,1
2,7,19,3,16,59,-24,1
1,11,39,1,10,16,0,1
2,8,50,2,8,86,-11,1
3,6,58,1,10,22,-13,1
4,8,26,3,1,46,-2,1
3,2,7,2,7,47,0,1
2,6,50,1,10,33,3,0
2,2,0,1,10,86,-3,0
1,7,17,3,2,28,-13,1
5,8,21,2,8,75,-1,1
4,8,11,3,9,88,-9,1
3,1,51,3,4,52,30,1
2,3,57,2,8,17,2,1
3,10,14,1,10,80,14,1
3,5,38,3,10,87,24,1
1,2,37,1,10,90,-7,0
1,14,36,2,5,25,0,1
2,0,45,1,10,83,4,1
2,6,26,2,6,62,12,1
1,10,15,1,10,15,0,0
5,5,41,1,10,68,0,0
1,2,11,4,1,62,-7,1
2,1,38,3,10,69,10,1
4,0,40,3,10,81,-1,1
2,1,53,2,10,59,-38,1
1,1,51,1,10,42,-10,0
2,3,34,1,10,19,-7,1
1,5,10,1,10,66,0,1
4,3,28,2,8,60,14,0
2,8,15,2,10,37,-17,0
3,7,30,2,7,62,13,0
2,9,42,2,8,63,6,1
3,4,55,1,10,68,0,1
1,3,54,2,3,29,-7,0
3,1,10,1,10,42,10,0
2,5,1,1,10,47,10,1
2,2,15,3,7,76,18,1
1,3,3,3,9,59,-7,1
1,14,6,1,10,23,0,1
1,14,53,1,10,32,0,0
2,2,49,2,4,96,-14,0
4,2,3,2,1,62,-3,1
3,14,17,2,10,32,7,1
2,15,0,1,10,65,3,0
1,5,39,1,10,10,7,0
4,7,56,2,15,35,-14,1
4,2,27,1,10,80,-34,1
4,7,31,3,5,14,-4,1
4,3,24,1,10,37,-17,1
1,5,28,3,18,41,3,1
1,14,29,2,5,30,0,0
3,2,18,3,11,28,-4,1
2,7,50,1,10,66,3,0
4,11,12,1,10,67,24,0
4,11,40,1,10,81,-35,0
1,6,30,1,10,20,-3,0
4,8,20,3,16,21,9,1
4,12,18,1,10,20,10,1
4,14,24,1,10,32,0,1
2,7,50,2,9,42,-4,1
1,10,26,3,8,12,0,1
2,1,3,3,21,14,-20,0
1,2,32,1,10,54,0,0
1,12,26,1,10,52,0,1
1,14,56,1,10,15,0,0
3,4,46,1,10,58,10,1
3,12,31,2,8,51,-11,1
3,1,33,1,6,94,5,1
1,6,49,2,5,80,0,1
4,12,34,1,10,48,-4,0
3,9,5,1,10,72,-4,0
3,8,6,2,4,56,-4,1
3,3,28,1,10,55,-5,1
4,2,53,1,10,65,-8,1
1,3,2,1,10,47,3,0
3,0,45,2,1,99,5,0
3,5,59,1,5,95,-14,0
1,6,38,3,10,83,0,1
2,14,41,1,10,41,28,0
3,1,6,3,2,28,8,1
4,8,22,1,10,48,-14,1
4,9,53,1,10,36,5,0
3,0,16,1,10,83,-3,1
4,2,0,3,11,44,3,0
4,2,24,3,2,28,-21,1
3,11,18,3,6,94,3,1
4,4,24,1,10,11,-17,1
4,10,36,3,6,26,-5,1
1,5,50,1,10,44,0,0
2,6,49,2,11,70,7,1
4,2,19,2,16,49,-9,1
2,0,43,1,2,98,-6,1
1,0,30,1,10,74,10,0
1,5,4,3,1,69,0,0
2,8,17,2,6,74,3,1
2,9,8,2,9,20,0,0
3,12,0,1,10,9,0,0
1,10,16,1,10,87,0,0
4,5,20,1,10,23,-9,1
4,1,30,4,7,33,-16,1
4,3,42,1,10,38,-8,1
5,11,34,3,5,73,0,1
2,2,20,1,10,28,-8,0
4,2,43,2,8,67,18,0
4,6,43,2,9,47,6,1
1,3,32,3,12,22,-14,1
4,11,35,1,10,41,-45,1
4,3,46,2,1,34,-7,1
2,13,43,2,12,64,-7,1
3,5,20,2,4,23,-24,1
2,12,3,2,6,94,-5,1
1,11,18,3,3,53,0,1
3,13,43,1,10,53,18,0
3,12,28,2,10,86,-5,0
2,3,25,2,10,20,0,0
2,1,15,1,3,97,10,0
1,5,9,1,10,32,-7,1
4,10,7,1,10,30,-13,1
1,7,20,1,2,98,0,1
1,13,49,3,3,32,0,1
1,12,38,1,10,62,0,1
4,3,28,2,10,54,-10,1
1,2,13,1,20,61,-4,1
4,12,28,1,10,62,6,0
4,11,52,1,10,87,-6,0
4,3,7,2,4,23,-18,1
4,2,0,1,10,32,-2,1
2,12,15,1,10,32,-7,1
2,4,16,3,1,55,-18,0
2,12,21,1,10,36,-10,1
3,1,45,3,6,82,16,1
1,7,37,3,6,67,-3,1
1,10,56,3,7,20,0,1
2,5,43,2,1,99,6,0
2,8,28,3,4,62,-4,1
1,10,32,2,10,69,0,0
4,9,16,2,12,70,-6,1
4,1,27,1,10,57,-3,1
3,0,24,2,4,96,-3,1
2,13,39,1,10,43,-10,1
4,5,20,2,9,28,20,0
4,5,6,3,7,22,7,1
2,6,52,2,10,76,0,1
4,11,22,2,5,75,6,1
2,11,47,3,6,36,-12,1
2,5,31,1,10,49,-6,0
2,2,0,2,9,49,-7,0
4,0,27,3,16,14,-7,1
2,3,23,1,10,31,-20,0
3,8,24,3,11,42,12,1
3,14,55,1,10,21,13,0
2,13,39,1,10,69,0,1
3,3,38,1,10,44,-3,0
1,10,53,3,13,84,0,1
3,7,13,2,9,27,-12,1
1,1,48,2,7,76,0,0
1,10,17,2,5,25,-7,0
1,4,10,1,10,83,-7,0
3,4,46,3,4,25,-11,1
2,0,3,3,10,57,11,1
4,11,27,3,6,50,6,1
1,0,21,2,7,86,0,1
1,7,16,3,9,19,7,1
4,7,15,1,10,50,-17,1
4,7,8,3,7,13,5,1
1,8,0,2,1,99,0,1
4,9,57,2,9,50,-13,1
2,2,0,3,1,10,-7,0
3,9,55,2,9,21,-5,1
3,3,21,1,10,47,17,0
3,1,45,1,10,65,12,1
2,5,43,3,9,21,3,1
1,5,30,2,4,49,7,1
2,2,13,2,3,97,-14,0
3,8,0,2,18,12,13,0
3,3,15,2,7,33,0,0
3,10,11,2,10,14,-9,1
3,2,12,1,10,31,18,0
2,13,44,1,10,54,-7,1
4,5,51,2,1,99,-4,0
2,15,0,1,10,32,0,0
4,3,34,1,10,66,-20,1
3,7,9,2,1,60,-14,1
4,14,23,2,9,78,11,1
3,13,14,2,10,44,6,1
2,12,13,2,8,11,7,0
4,8,34,2,3,48,0,1
2,9,50,1,10,71,27,1
2,6,30,2,8,39,-14,0
3,12,38,2,7,82,1,1
3,14,25,1,10,32,8,0
3,0,2,1,10,19,20,0
3,9,56,1,10,60,-27,1
4,4,59,1,10,44,-13,1
1,5,35,1,10,39,0,1
3,3,54,3,8,52,-20,1
1,12,18,1,10,40,-7,0
2,1,20,3,2,28,-3,1
4,11,16,3,4,43,-4,0
4,5,56,2,8,20,2,1
3,2,53,2,8,11,13,1
1,14,0,3,7,23,0,1
2,14,8,2,2,94,0,1
1,7,50,1,10,33,3,0
1,13,26,1,10,20,-3,1
1,7,20,1,10,5,0,0
3,5,0,3,8,45,2,1
1,1,10,1,10,13,0,0
4,6,0,2,8,66,3,1
4,10,0,1,10,22,-9,1
2,13,26,1,10,22,-1,1
4,5,12,1,10,74,-4,0
3,7,29,1,10,61,-3,1
4,2,59,2,3,81,5,0
3,7,58,1,10,49,3,1
3,2,29,1,10,38,1,1
3,7,3,1,10,25,-13,0
1,5,16,1,10,32,10,1
4,6,47,1,10,82,-3,0
1,9,54,1,10,20,-3,0
2,0,42,2,2,65,4,0
3,14,13,1,10,30,-7,1
1,4,57,3,4,35,7,0
1,3,1,2,10,31,10,1
3,0,24,2,5,55,-9,0
4,2,7,1,10,24,-31,0
2,12,40,1,10,44,-10,1
3,0,46,1,10,72,-7,0
2,4,5,1,10,69,10,0
4,9,47,1,10,45,-32,1
4,0,6,1,10,25,-9,1
1,10,43,2,8,15,0,0
1,11,3,2,7,28,-7,0
1,6,43,2,5,95,0,0
4,5,34,2,2,76,-5,0
2,10,17,2,6,24,10,0
4,9,17,1,6,94,25,0
2,9,48,3,11,52,-3,1
2,11,6,2,7,16,0,0
2,15,0,1,10,26,3,1
2,0,54,2,9,91,0,1
1,11,36,1,10,89,0,1
4,3,34,2,10,11,-32,1
2,4,12,2,11,43,1,1
4,13,30,3,18,29,-14,1
3,9,39,3,8,60,17,1
3,12,44,2,5,13,14,0
3,2,50,2,5,30,-10,0
2,3,41,3,8,87,7,1
4,8,29,2,6,75,17,0
3,3,41,1,10,71,3,0
4,5,49,1,10,24,3,0
3,6,30,2,5,70,-10,1
2,3,10,1,10,59,0,1
2,0,18,1,10,76,-3,1
1,3,13,1,10,20,10,1
2,9,39,3,7,57,-11,1
4,8,17,3,7,47,11,1
4,0,25,2,20,70,-6,1
3,10,33,3,7,21,14,1
3,0,10,1,7,93,-11,0
3,11,38,3,13,36,20,1
2,8,26,1,10,36,0,1
2,8,10,2,4,68,-7,0
2,11,46,1,10,61,-10,1
4,6,39,1,10,17,-12,1
4,3,35,4,4,37,-3,1
4,6,39,1,10,31,-4,1
3,6,5,2,6,30,-5,0
4,4,21,3,3,76,-10,1
1,10,3,1,10,70,3,1
4,3,17,2,10,47,-12,1
1,3,48,2,9,41,0,1
3,3,36,1,10,13,18,0
1,1,7,3,3,34,14,1
1,11,22,1,10,51,0,0
4,2,0,2,6,78,10,0
3,0,45,1,10,11,20,0
1,2,34,3,2,27,-6,1
2,8,38,2,10,74,0,1
4,1,32,2,6,70,-16,1
3,11,14,1,10,64,-7,0
1,13,4,2,8,56,0,0
2,0,29,2,10,51,-20,1
3,0,17,2,10,90,-18,1
3,11,30,1,10,32,-10,1
1,5,53,0,0,85,6,1
2,0,41,1,10,13,-11,1
2,13,17,1,10,11,-4,1
1,5,2,2,2,98,0,0
4,12,18,1,10,56,-4,1
4,2,9,2,7,85,-12,1
2,8,50,3,5,36,-15,1
2,9,28,2,20,27,9,1
3,8,42,2,12,88,3,1
3,6,6,2,20,32,-4,1
3,0,58,1,10,75,-10,0
4,1,14,1,10,39,-3,1
2,11,20,2,10,18,1,1
4,6,30,1,10,76,-6,1
4,5,52,1,10,81,6,0
2,6,20,3,5,95,11,1
4,7,29,1,10,14,-3,1
2,0,48,1,10,18,9,1
2,9,32,1,10,36,-10,0
2,7,7,1,10,68,-3,1
4,10,27,1,10,27,18,1
1,6,6,1,10,81,0,0
1,14,24,1,10,53,0,1
2,6,19,2,4,79,0,0
2,9,24,2,5,52,1,1
4,10,10,1,10,88,6,0
3,14,29,1,10,34,3,0
2,10,42,1,5,95,0,1
4,3,31,3,4,96,-3,1
1,12,38,1,10,38,0,1
4,4,55,1,10,61,17,0
3,5,18,1,10,46,28,0
3,10,56,1,10,65,21,1
4,15,0,1,10,41,-4,0
4,14,31,2,1,32,12,0
1,6,54,1,10,31,7,1
3,5,45,1,10,25,-24,1
2,10,45,1,10,48,-1,0
4,1,51,3,7,65,-7,1
2,1,31,1,10,79,17,1
1,7,45,1,10,80,-3,0
2,2,0,2,7,23,14,1
3,14,25,2,7,23,4,1
2,8,13,3,9,50,6,1
2,0,39,1,5,79,-22,1
4,7,8,3,6,37,22,1
4,3,22,1,10,68,16,0
4,7,51,2,7,47,18,0
2,0,20,1,10,46,-9,1
4,2,0,2,6,81,16,0
2,8,3,2,10,89,10,1
3,4,31,1,10,8,-7,1
1,4,22,2,2,28,-10,0
4,13,40,2,7,35,13,0
4,14,21,1,10,38,-4,1
3,6,33,3,8,92,-13,1
2,0,55,1,12,88,-14,0
3,8,2,1,5,15,3,1
1,3,49,2,14,5,0,0
1,10,23,1,10,55,0,1
1,4,26,1,10,74,-7,0
3,5,37,2,16,46,-18,1
4,2,15,2,8,12,5,1
4,11,14,2,7,26,3,1
4,6,20,3,5,55,16,1
1,8,49,2,20,42,0,1
4,12,34,3,3,27,-7,1
2,7,35,2,6,29,-15,1
3,11,24,2,8,22,-15,0
3,5,51,2,4,96,11,0
3,3,43,1,5,95,6,0
4,5,1,3,6,13,-4,1
3,0,33,2,10,62,7,1
3,15,0,1,10,25,14,0
2,1,48,3,6,24,0,1
2,0,16,2,18,71,-14,0
2,7,12,2,10,51,0,0
4,9,2,2,3,28,-6,1
3,6,45,1,10,18,-15,0
2,6,9,2,12,81,21,1
4,2,20,1,10,43,-24,1
3,10,17,3,6,68,-24,1
1,15,0,1,10,25,0,0
3,1,7,3,3,40,-17,1
4,10,45,1,1,99,31,0
2,0,11,1,9,91,-24,1
2,2,4,1,25,15,9,0
1,5,40,2,4,77,-7,0
4,13,50,2,8,30,18,1
1,7,32,1,10,78,0,1
2,4,43,2,2,65,-4,0
1,11,10,1,10,52,0,1
4,9,16,3,7,52,14,1
3,13,40,3,8,19,-7,1
4,6,46,1,10,18,-3,0
2,7,25,1,10,31,-3,0
2,2,0,2,4,26,-15,1
4,11,49,1,10,43,10,0
3,4,40,1,10,20,-3,1
2,9,2,2,2,46,1,1
1,7,32,2,14,51,-14,1
1,10,38,1,10,66,0,1
1,2,5,2,7,72,3,1
1,11,21,1,10,35,-3,1
4,7,51,2,10,87,-4,0
1,2,45,3,4,85,-3,1
3,15,0,1,10,25,-14,0
4,5,46,1,10,57,25,0
3,2,17,2,10,21,11,0
3,14,52,1,10,35,-7,0
3,0,45,2,10,18,-17,1
1,8,0,2,8,57,0,0
2,6,41,2,7,48,-35,1
4,9,25,2,7,43,-1,1
4,8,38,1,15,13,-16,1
2,1,21,1,15,28,-5,1
1,6,48,1,10,5,0,0
2,10,51,1,10,20,-14,0
3,9,58,1,10,54,14,0
3,5,0,1,10,32,3,0
2,6,23,1,4,96,-4,1
1,5,5,1,10,20,-3,1
3,5,24,1,10,51,31,1
1,7,1,3,9,72,-7,1
1,12,21,2,12,24,0,1
2,2,6,2,10,25,-21,1
2,7,1,1,10,72,-7,0
2,12,15,2,10,37,-14,0
3,13,37,1,10,60,3,1
1,1,3,2,4,93,-3,0
1,10,17,1,10,22,0,0
1,13,37,2,9,33,0,1
3,3,33,1,10,87,4,0
2,6,49,2,4,26,-10,1
4,4,59,1,10,26,3,0
4,0,47,1,10,38,-6,1
4,2,26,2,6,84,-3,1
1,0,38,3,20,57,-3,1
4,8,4,1,20,18,-13,1
4,2,27,4,10,75,-16,1
3,10,24,1,10,10,11,1
3,1,52,1,10,41,-3,1
4,14,44,1,10,36,1,0
2,6,7,2,7,93,4,1
3,4,57,2,4,7,-14,0
2,2,5,1,10,29,-3,1
4,7,10,1,10,53,6,0
2,13,26,2,13,4,6,1
2,7,19,2,10,68,7,1
4,12,28,1,10,47,-1,1
2,4,43,2,7,54,-3,0
2,1,18,2,16,73,-4,1
3,10,57,3,12,87,-6,1
1,5,30,3,8,69,7,1
2,9,58,1,10,85,21,0
2,1,39,2,10,17,3,0
2,3,18,2,10,70,-10,0
1,5,38,2,17,18,0,0
4,6,32,2,15,30,4,1
2,2,9,1,10,20,5,0
3,4,45,1,10,31,-5,0
2,0,27,3,11,35,-14,1
4,1,18,1,10,56,-8,1
1,8,30,1,10,53,-7,0
1,14,18,1,10,42,0,0
2,14,23,1,20,10,14,0
3,13,42,3,3,35,-3,1
1,13,32,2,6,41,0,0
2,1,3,1,10,81,12,1
1,1,21,2,13,48,3,1
3,12,45,2,10,62,-6,1
2,2,34,3,4,91,-10,1
2,5,58,1,10,87,-7,1
4,10,35,1,10,57,-13,1
2,5,4,1,10,47,-4,1
3,14,33,2,3,27,8,1
4,3,18,2,6,78,-11,1
2,11,42,2,2,93,-21,1
3,8,18,3,2,42,-17,1
1,11,47,1,10,25,-7,0
1,5,20,1,10,24,3,1
2,0,30,1,10,55,-10,1
3,12,18,2,7,53,7,1
4,11,58,1,8,92,3,0
4,3,3,1,10,53,-20,1
4,3,50,1,10,55,-27,1
2,8,3,4,3,62,-7,1
1,11,38,3,6,39,0,1
3,13,7,2,7,42,-2,1
2,15,0,1,10,25,-7,1
1,7,46,1,10,53,-7,0
1,14,28,2,7,23,0,0
3,3,5,2,4,82,4,0
1,4,10,1,10,20,4,0
3,3,8,3,13,68,12,1
2,0,40,1,10,44,12,1
2,14,25,2,5,28,-11,1
2,0,10,2,10,59,-7,1
4,13,44,1,10,22,-4,1
3,1,54,3,13,68,-7,1
3,5,19,2,8,53,-4,0
1,13,47,2,10,37,0,1
4,7,19,1,10,80,19,0
3,2,14,2,9,31,17,0
2,4,10,1,10,20,6,1
