Quarter,Minute,Second,Down,ToGo,YardLine,PointDiff,PlayType
3,11,36,1,10,32,-4,1
1,8,42,2,1,99,0,0
3,8,51,1,10,20,11,1
2,0,40,2,3,65,0,1
3,4,12,1,10,28,-3,1
2,10,19,2,9,22,0,1
4,5,43,1,10,49,-15,0
2,12,47,2,6,42,-14,0
3,6,26,1,10,63,-8,0
3,10,1,1,10,44,-3,0
1,0,28,3,1,34,-7,0
3,3,56,2,1,85,-35,0
2,9,25,2,15,80,0,1
3,7,14,2,7,53,3,1
3,11,4,3,17,71,-38,1
2,0,38,2,5,58,11,1
2,9,10,3,6,89,-10,1
4,6,27,1,10,38,27,0
1,5,48,3,1,95,0,0
1,9,28,3,6,46,-3,1
4,9,29,3,4,60,9,1
4,7,43,1,10,87,-7,1
4,1,44,1,10,56,16,0
4,0,38,4,1,71,9,0
2,3,35,1,10,31,-27,1
1,2,53,3,5,28,-6,1
1,8,3,2,4,67,0,0
4,8,30,3,8,52,-12,1
4,3,58,1,10,1,-18,0
3,13,48,1,10,31,-4,1
5,6,7,2,13,12,0,1
4,3,15,2,11,36,5,0
1,5,49,1,10,7,0,0
1,13,20,2,7,39,0,1
4,2,0,2,6,70,-17,1
1,1,2,1,10,58,-10,0
2,11,6,1,10,20,-10,0
1,10,7,1,10,84,0,1
3,12,1,1,10,32,-11,0
4,9,23,1,10,18,-13,0
1,0,31,2,10,24,0,1
3,2,8,2,10,86,-28,1
2,12,22,1,10,29,3,0
1,7,36,1,10,26,3,1
1,12,8,1,10,65,0,0
1,11,4,3,2,81,0,1
4,8,4,1,10,77,12,0
3,12,56,2,13,37,5,1
4,8,2,1,10,25,-4,1
3,0,15,1,10,27,0,1
4,0,26,3,10,66,-13,1
3,1,31,2,5,12,-13,0
1,9,4,1,10,49,7,1
2,0,30,2,10,19,-6,1
4,13,24,3,10,47,10,1
4,10,13,3,9,90,3,1
2,5,43,2,5,88,3,0
1,11,36,2,3,80,0,0
2,2,42,1,10,24,-6,0
4,3,29,1,15,66,3,0
2,3,48,3,11,19,-24,1
1,1,40,3,7,23,-6,1
1,13,46,1,10,46,0,0
2,3,3,1,10,84,0,1
3,12,12,2,10,84,4,1
1,6,51,1,10,17,0,0
2,3,30,2,5,90,6,1
2,11,27,1,10,38,10,0
4,2,0,1,10,88,-32,1
2,0,10,1,10,66,-13,1
3,14,11,3,5,27,-13,0
4,3,30,1,10,23,-39,0
3,14,31,2,8,22,12,1
4,2,26,3,21,29,13,1
2,12,0,3,7,90,-7,1
2,9,42,2,7,14,-4,1
1,3,5,1,10,49,-3,0
2,2,43,2,10,31,-7,1
3,11,43,1,10,43,10,0
1,1,22,1,10,55,-7,1
1,12,6,1,10,13,0,1
3,9,58,3,15,37,-28,1
2,14,24,3,2,28,-10,1
2,10,33,3,5,37,-7,1
5,3,17,2,6,77,-3,1
1,8,23,2,5,44,-3,1
2,14,50,1,10,29,-7,0
4,0,17,1,10,76,-2,0
3,0,6,1,10,37,6,0
3,5,48,2,9,73,3,0
4,14,50,2,10,79,-7,0
1,1,16,1,10,44,-10,1
3,2,30,1,10,17,-9,1
4,0,4,1,10,20,3,1
2,6,32,3,3,57,10,1
2,4,46,3,1,79,-7,0
4,10,8,2,10,84,6,0
4,2,54,2,2,54,-14,1
2,11,42,1,10,44,7,1
4,12,3,1,10,38,-6,1
1,4,19,3,7,91,-10,1
4,2,34,2,1,16,-20,1
4,3,27,2,21,53,-10,1
4,10,52,1,10,13,-8,1
2,12,47,3,2,66,-4,1
3,0,17,3,4,84,32,1
1,4,28,1,10,86,-7,0
2,14,22,3,4,30,-7,1
2,0,41,1,4,96,1,1
4,8,2,1,10,83,0,0
4,12,28,1,10,38,-11,1
4,12,33,1,10,42,-16,0
3,2,23,2,10,48,6,0
1,4,44,2,7,23,-7,0
2,9,35,1,10,70,11,1
4,2,29,2,11,40,3,1
2,5,52,2,2,98,-3,0
1,0,28,2,10,45,-3,0
2,1,1,2,9,3,-10,0
4,3,54,1,10,18,-3,1
1,2,3,2,10,47,0,1
4,2,0,3,2,88,-34,1
3,8,19,3,13,63,-13,1
4,11,6,2,17,69,-14,1
3,13,47,1,10,32,-3,1
1,6,18,1,10,8,0,1
3,12,20,2,4,40,10,1
1,8,49,3,9,91,0,1
2,2,0,1,10,88,11,0
4,6,15,1,10,9,25,0
4,2,0,1,10,43,-7,1
2,11,32,2,3,47,-7,0
1,14,24,2,5,25,0,0
2,12,38,2,10,20,-3,0
4,5,4,3,6,76,3,1
2,7,16,1,10,47,-7,0
4,3,22,3,4,59,-7,1
1,9,10,1,10,20,0,0
4,7,21,2,7,73,25,0
1,2,6,1,10,77,-14,0
1,5,27,2,7,6,7,1
5,4,46,1,10,33,0,0
2,3,53,1,10,50,4,1
2,12,42,1,10,21,-3,1
1,8,6,2,2,94,0,0
4,4,53,1,10,20,14,0
1,7,40,1,10,68,-7,1
1,0,47,3,13,8,1,0
2,15,0,3,10,76,7,1
2,13,26,1,10,1,1,0
3,4,28,2,16,40,28,1
2,2,0,2,11,50,11,1
3,10,40,2,12,19,-3,1
2,0,39,1,10,56,-1,1
2,6,42,1,10,43,0,1
4,11,39,1,10,79,-1,0
4,4,55,3,20,31,10,1
4,2,0,3,11,48,4,0
1,4,51,3,10,67,3,1
3,0,2,1,6,94,-30,1
2,13,40,1,10,56,0,1
2,3,41,2,6,29,-4,0
2,9,57,2,5,61,-6,0
1,11,35,2,5,59,0,1
1,15,0,1,10,25,0,1
4,10,10,1,1,99,-3,0
3,3,11,1,10,82,6,0
2,10,22,2,10,86,-4,0
3,3,16,1,10,79,14,0
4,12,35,1,10,76,-7,0
4,1,13,3,5,95,11,0
3,13,41,2,10,34,-7,1
4,8,39,2,10,44,-17,1
2,13,6,1,10,56,3,0
2,11,48,1,10,80,14,0
3,8,5,3,10,53,-3,1
2,3,0,1,10,30,-3,0
1,6,8,3,2,67,9,1
2,7,40,1,10,50,14,1
4,4,22,1,10,25,21,0
4,2,42,2,9,67,-2,0
4,2,24,1,10,62,0,0
2,13,30,2,6,60,-3,1
1,8,40,1,1,99,6,1
2,11,21,3,13,35,-3,1
2,7,55,1,10,81,4,0
4,2,44,3,10,62,-10,1
3,1,19,2,10,20,3,1
2,12,44,1,10,50,-11,0
1,12,58,2,8,38,0,1
3,11,55,3,9,74,-10,1
4,0,58,2,7,76,-6,1
3,6,30,3,3,95,6,1
2,2,0,2,1,76,1,0
2,1,6,1,10,59,-21,1
1,15,0,1,10,20,0,1
2,3,51,4,1,65,-4,0
4,4,41,4,4,57,-14,1
1,5,54,3,1,29,0,1
4,1,36,1,10,47,-15,1
2,15,0,2,6,29,-7,1
2,2,34,1,10,30,10,0
2,10,41,2,11,79,-4,0
1,14,18,3,16,14,0,1
1,4,40,1,15,72,0,0
4,12,31,2,6,10,-6,0
1,9,37,2,2,19,0,1
3,14,12,1,10,67,8,1
4,15,0,3,14,45,-13,1
1,12,16,1,10,34,0,1
1,4,13,3,7,18,-6,1
1,0,56,3,10,67,-3,1
4,8,11,1,8,92,3,0
4,2,33,2,4,29,8,0
2,7,43,1,10,74,13,1
4,6,29,2,15,49,-52,1
3,6,56,3,4,56,15,1
3,7,48,2,5,70,7,0
3,11,43,2,11,24,1,1
4,4,55,1,10,65,-8,0
4,8,23,1,10,43,10,0
3,7,32,1,10,28,-3,0
3,6,51,1,10,18,13,0
4,8,3,2,5,26,-11,1
2,13,36,2,10,76,3,1
3,12,52,1,20,23,-8,0
3,10,14,1,10,15,-14,1
1,10,37,1,10,82,0,0
4,9,37,4,1,78,-26,1
2,11,16,2,16,34,7,0
3,12,50,2,6,47,-19,0
4,12,38,1,10,36,14,0
2,7,46,2,13,52,0,0
2,13,10,3,9,88,-7,1
1,15,0,1,10,20,0,0
2,9,8,1,10,49,-4,1
3,12,27,2,15,17,7,1
2,0,26,3,7,80,-3,1
1,5,12,3,17,13,0,1
4,3,39,1,10,43,51,0
1,7,13,1,10,82,-7,0
1,8,16,3,10,30,0,1
2,4,28,3,8,22,-7,1
4,5,41,1,10,50,-1,0
2,0,50,1,10,88,5,1
2,0,34,1,10,66,-3,1
4,6,12,2,5,81,2,1
2,2,0,2,14,54,-3,1
1,11,27,1,10,69,0,1
2,11,24,2,5,25,-4,1
2,10,34,1,5,31,-7,0
4,7,47,2,1,48,-31,0
3,6,18,2,4,57,-4,1
2,1,42,2,6,37,5,1
2,4,58,1,10,80,-7,1
1,7,44,1,10,52,-3,0
4,13,32,1,20,30,0,1
2,1,27,1,10,50,12,0
1,13,5,1,10,43,0,1
2,11,9,2,9,20,-8,0
4,9,22,2,10,62,-18,1
3,14,7,3,7,31,-3,1
2,2,0,3,5,58,-3,1
4,1,9,1,10,20,-18,1
1,13,14,3,2,32,0,1
1,10,50,1,10,36,0,1
3,6,22,1,10,43,-13,0
3,3,44,1,10,66,-3,1
3,7,24,1,10,42,-7,1
4,9,6,1,9,91,-4,0
2,3,40,2,10,25,0,1
2,1,50,2,10,29,-3,0
4,6,33,1,10,30,-3,0
1,13,18,1,10,82,0,0
4,0,11,2,10,76,-13,1
3,0,47,1,10,18,19,0
1,0,46,2,4,96,23,0
1,13,26,1,10,37,0,1
4,12,38,3,2,14,-15,1
4,10,11,2,2,28,-3,1
4,12,20,2,1,52,22,0
4,5,1,1,5,28,-21,1
1,15,0,1,10,20,0,1
2,0,39,2,2,54,7,1
3,5,55,1,10,37,-7,1
2,14,50,1,10,26,-6,0
1,2,48,1,10,59,3,1
1,7,50,1,10,77,-3,0
2,4,12,2,4,81,21,1
1,9,13,2,9,37,-3,0
1,10,29,1,10,64,0,0
1,6,12,1,10,43,-7,1
1,13,3,1,10,19,0,1
4,1,18,1,10,64,-15,1
1,10,29,1,10,87,0,0
4,13,25,2,11,24,-4,1
4,13,4,2,4,46,-3,1
3,9,20,1,10,70,-3,1
2,4,41,2,10,41,-10,1
4,10,38,3,6,39,-21,1
2,10,18,1,10,16,7,1
4,2,24,3,4,26,-14,1
1,5,40,1,10,83,-7,0
4,3,12,1,10,77,-25,1
4,13,21,2,10,72,-6,1
2,9,30,1,10,32,14,0
1,7,48,1,10,76,3,0
1,3,23,1,10,20,-3,1
3,12,40,3,1,44,-11,1
3,4,24,2,11,33,-15,1
2,6,2,2,5,49,-4,1
3,9,4,2,10,20,-26,1
4,1,25,3,10,72,-1,1
4,14,18,1,10,47,4,1
2,13,9,2,8,38,-4,1
2,14,22,1,10,45,-7,1
3,3,35,2,3,69,6,0
4,14,0,1,10,21,4,1
3,1,22,1,10,38,-16,1
2,4,19,2,6,62,7,0
4,2,42,2,5,75,52,0
3,9,16,2,3,60,17,0
1,1,52,3,10,70,-4,1
3,6,28,1,10,57,-10,0
3,8,47,3,10,49,22,1
1,10,37,1,10,86,0,1
4,13,26,3,10,35,4,1
2,2,0,2,1,99,-3,1
2,1,1,1,10,56,5,1
5,10,59,2,12,77,-1,0
4,10,42,1,10,54,-3,0
2,7,1,3,11,55,0,1
2,15,0,3,3,66,-3,1
2,0,14,1,10,47,-3,1
3,9,42,2,3,27,0,1
3,7,35,2,10,56,7,1
2,0,39,1,3,97,-10,0
4,11,15,1,10,46,-1,1
3,9,41,1,10,57,7,1
4,1,12,3,7,35,16,0
3,1,35,3,4,26,-24,1
1,1,41,3,19,38,-10,1
2,5,9,2,5,59,0,1
4,0,59,1,10,20,-16,1
3,8,28,3,7,75,-9,1
4,7,58,1,10,70,-10,0
3,1,58,2,10,19,-1,0
1,3,14,3,6,63,-7,1
3,3,21,1,10,22,10,0
1,0,33,3,10,20,7,1
2,5,24,2,4,36,0,1
3,0,59,2,9,63,4,1
3,13,24,3,6,46,-1,1
2,5,6,3,7,51,10,1
2,13,50,1,10,82,6,1
3,14,22,2,8,7,5,1
2,11,9,2,7,77,4,1
1,1,7,3,8,76,0,1
3,5,45,1,10,23,6,0
3,3,48,3,8,3,-10,1
3,12,52,1,10,32,-21,1
4,6,34,3,1,99,37,0
4,15,0,3,1,61,17,1
2,1,7,2,6,13,14,0
3,14,56,1,10,18,13,1
1,11,52,1,10,23,0,1
4,6,12,1,10,36,24,1
1,11,23,1,10,51,0,1
1,2,38,2,1,38,0,1
4,2,0,2,1,29,-3,0
4,2,8,1,10,48,-22,1
2,14,37,2,7,84,-11,1
3,3,57,2,4,80,4,0
1,13,0,1,10,62,0,1
3,9,12,2,10,77,-26,1
2,8,40,2,25,10,4,1
3,10,44,2,7,76,10,1
3,5,0,3,3,32,4,1
2,2,35,2,12,74,-7,0
3,4,47,1,10,20,6,1
2,13,31,2,4,96,-3,1
3,14,53,1,10,17,-11,0
2,2,0,1,10,80,4,1
4,15,0,1,10,79,3,1
4,11,49,2,10,59,-34,0
4,8,33,2,13,59,8,1
2,8,32,1,10,2,-10,0
1,13,44,3,6,25,0,1
4,3,12,2,10,28,-3,1
1,4,8,1,10,20,-7,1
2,1,40,1,10,27,-7,0
2,10,19,1,10,31,-11,1
3,1,46,1,10,21,6,1
1,8,15,3,4,86,-3,1
2,11,56,1,10,39,6,0
1,0,20,1,10,56,0,1
1,15,0,1,10,20,0,0
4,2,0,3,21,11,-14,0
1,14,57,2,10,20,0,0
4,2,47,2,4,26,-3,1
3,12,59,1,10,34,10,0
4,13,11,2,7,60,-5,0
4,0,21,3,2,80,-7,1
2,9,25,1,10,19,-4,0
3,1,55,1,15,37,6,1
2,4,27,2,3,32,11,0
2,12,7,1,10,72,7,0
2,9,32,1,10,69,-3,1
2,10,15,1,10,44,-14,0
4,4,52,3,8,21,2,1
2,6,5,1,15,39,-17,1
1,1,59,1,10,44,0,0
4,2,9,1,10,20,-10,1
4,11,3,1,10,81,10,1
4,4,48,1,10,85,-9,0
1,5,27,1,10,14,-7,1
3,7,33,3,1,67,-8,0
3,8,55,1,10,24,-13,0
4,6,54,1,10,75,-9,0
1,9,40,3,1,59,-3,1
3,11,19,1,10,20,-12,1
1,3,49,1,10,16,-15,1
2,5,40,3,4,26,7,1
2,12,12,1,10,64,7,1
4,13,12,2,10,63,-7,1
3,14,21,1,10,43,-14,1
2,8,15,3,2,74,-7,1
4,3,53,2,8,79,11,0
3,12,48,1,10,55,-7,0
2,3,17,3,5,39,-11,1
1,14,36,2,10,17,0,1
2,13,46,1,20,15,-3,0
3,1,25,2,11,18,6,1
1,8,6,1,10,19,-3,0
4,1,2,1,10,56,4,0
3,13,52,2,1,49,7,0
3,12,42,2,10,20,3,1
1,8,59,3,4,43,-3,1
1,9,35,3,3,27,-6,1
2,3,29,2,9,27,-11,0
1,2,22,3,9,21,-21,1
2,1,18,1,10,66,-19,1
3,2,46,1,10,53,-14,1
1,6,31,1,10,56,3,1
3,11,24,1,10,62,7,0
4,9,31,3,10,61,-10,1
3,13,4,1,10,24,-8,1
2,13,44,1,10,48,7,1
1,6,14,1,10,82,-3,1
4,9,58,2,5,24,-33,0
1,7,53,2,8,38,-3,0
3,13,36,1,10,49,-10,1
2,2,17,2,10,89,-4,1
1,7,32,1,10,48,-7,0
4,2,45,3,7,13,-3,1
2,7,31,3,6,14,4,1
1,7,43,1,10,43,0,0
3,9,44,1,10,60,18,1
1,14,19,2,10,17,0,1
1,7,48,3,6,90,0,1
1,3,41,1,10,49,-7,1
1,0,46,3,12,31,3,1
4,6,44,1,10,47,4,0
2,0,35,2,8,17,-1,1
2,1,24,1,10,52,-15,1
1,15,0,1,10,25,0,1
1,2,32,3,9,21,7,1
4,8,48,1,10,56,7,0
2,9,53,3,21,27,14,0
4,12,52,3,5,52,-13,1
3,3,31,2,4,38,33,0
4,13,35,1,10,41,0,1
4,10,12,3,24,31,-19,1
1,15,0,1,10,25,0,1
3,6,23,2,10,54,-15,0
1,2,33,1,1,99,0,0
2,1,41,1,10,49,12,0
3,6,12,1,10,20,-13,1
3,8,45,2,9,55,23,0
4,3,33,2,9,60,11,0
3,7,49,1,13,87,-4,0
3,1,35,1,10,20,28,0
3,7,52,1,10,67,11,1
2,8,24,3,4,91,-4,1
4,11,46,2,17,3,-20,1
2,2,26,1,10,44,-3,1
2,4,16,1,10,90,7,0
4,8,9,1,10,57,-14,1
3,1,13,3,10,90,9,1
1,10,46,3,17,83,0,1
2,15,0,1,10,66,-7,0
4,9,1,1,10,1,-14,1
2,14,4,2,10,54,6,0
2,3,14,3,5,15,-7,1
1,0,27,2,6,35,4,1
1,13,29,3,6,74,0,0
4,14,18,1,10,32,7,0
4,1,42,2,9,29,7,0
3,11,54,1,10,30,6,1
2,2,47,1,10,33,-3,1
4,8,57,1,10,25,0,1
4,6,1,1,10,27,4,0
1,1,49,2,7,28,10,0
4,5,32,1,10,69,7,0
4,5,48,3,3,68,-4,1
1,2,3,3,5,73,-10,1
1,9,9,3,3,47,0,1
4,12,2,3,1,67,9,0
1,10,20,2,6,63,0,1
2,12,57,1,10,6,3,0
4,14,55,1,10,25,-18,0
4,10,13,1,10,70,10,1
4,10,19,2,10,37,-1,1
2,12,7,3,10,6,-9,1
4,8,14,2,9,16,11,1
2,4,25,1,10,20,-6,1
1,2,15,2,6,27,0,0
1,3,35,2,2,36,7,1
1,2,15,3,5,49,-3,1
3,5,24,1,10,45,8,1
4,10,26,1,10,40,-12,0
4,11,9,2,7,48,-2,1
4,7,8,1,11,1,4,0
4,1,47,1,10,25,-10,1
4,8,0,1,10,48,0,1
4,13,33,3,10,5,7,0
2,14,53,1,10,30,0,0
2,9,17,3,2,28,-19,1
4,7,55,3,12,19,7,1
4,2,23,2,5,95,4,0
1,2,1,2,9,56,-7,1
4,11,57,2,2,98,-11,0
1,12,1,3,7,14,0,1
2,0,55,2,10,53,-10,1
4,8,32,1,10,3,0,0
2,0,44,2,3,17,8,0
2,5,47,1,1,99,-10,0
2,8,25,2,3,77,7,0
3,13,16,1,10,33,7,1
4,10,15,2,7,35,1,1
1,11,40,3,2,61,0,0
4,1,18,1,15,59,-6,1
4,0,39,1,10,68,-4,1
1,5,9,1,10,69,-3,0
3,7,37,1,4,96,0,1
4,11,58,2,8,41,13,1
4,0,57,3,7,88,-10,1
3,10,42,3,8,78,7,1
2,6,4,1,10,70,3,0
1,8,30,3,5,36,0,1
2,10,14,2,6,26,4,1
2,8,42,3,3,62,4,1
3,12,39,1,20,61,-3,1
3,0,57,3,9,27,3,1
3,2,49,2,8,51,-18,0
3,13,10,3,5,37,-7,1
2,13,57,3,6,29,0,1
3,3,21,1,10,46,-5,0
1,2,13,3,6,94,-7,1
2,11,37,2,13,33,-10,1
4,5,53,1,10,38,7,1
1,14,25,1,10,31,0,0
2,13,7,3,9,36,-12,1
4,12,38,1,10,51,-13,1
3,11,13,2,10,69,8,1
2,3,52,2,5,54,-9,1
1,1,25,2,11,35,0,1
1,14,55,1,10,30,0,0
1,11,37,2,10,80,0,0
2,1,23,2,10,71,-3,1
2,4,8,1,20,62,1,1
4,0,39,1,10,57,-1,1
4,10,38,3,14,23,16,1
3,1,48,1,10,51,-11,0
4,1,11,3,19,57,0,1
3,10,57,2,10,14,3,0
3,5,49,1,10,21,11,0
1,13,16,1,10,55,0,0
3,2,37,3,3,27,-14,1
3,3,25,2,10,52,10,0
1,9,38,1,10,19,-7,1
1,13,2,1,10,34,0,0
3,2,52,2,10,46,-5,1
1,14,53,1,10,16,0,1
2,1,16,1,10,60,2,1
1,6,41,2,8,27,-3,1
5,10,17,3,6,67,0,0
4,3,47,1,10,17,-11,1
3,11,22,3,1,70,0,0
3,10,7,2,7,21,2,1
2,4,12,3,7,79,13,1
2,12,54,1,10,59,0,1
4,12,38,1,10,62,-10,0
4,8,46,2,9,13,6,1
1,1,22,2,3,79,4,0
2,1,15,1,19,81,4,1
2,2,17,1,13,87,6,1
4,9,6,1,10,25,3,0
4,15,0,2,8,44,6,1
3,11,5,3,34,43,-1,1
2,9,8,1,10,87,28,0
2,12,10,2,16,10,7,1
1,6,0,1,10,20,7,1
3,5,23,2,7,83,24,0
3,14,5,1,10,66,-12,1
3,9,26,2,18,12,10,1
1,10,50,2,5,35,-3,1
4,8,49,1,10,80,-2,1
4,14,26,1,10,61,-5,1
3,14,29,2,20,14,-9,1
1,12,21,1,10,28,0,1
4,15,0,2,13,31,-3,1
2,4,3,2,7,63,-1,1
1,0,3,2,1,97,0,0
2,2,0,1,10,46,6,0
3,4,25,1,15,5,10,0
4,9,46,1,6,94,1,0
3,9,55,3,9,26,-18,1
3,6,58,2,9,34,-23,1
2,4,21,4,2,67,-10,1
3,11,47,3,10,64,-1,1
2,12,35,2,2,73,0,1
4,1,9,4,6,43,-3,1
4,13,52,2,18,12,-2,1
4,14,37,1,10,19,-23,1
4,6,46,3,5,28,-11,1
2,9,59,2,6,24,4,0
5,13,4,2,10,45,12,0
2,2,54,1,10,75,21,1
2,8,26,2,6,29,3,1
1,7,18,1,10,80,0,1
2,2,41,2,16,14,-17,1
4,2,0,3,1,99,-20,1
1,3,0,1,10,77,7,1
3,8,38,1,10,20,9,1
4,1,55,2,10,61,0,1
4,4,34,2,6,31,16,0
3,7,8,1,10,44,-6,1
2,8,26,1,10,27,14,0
3,13,38,1,10,36,21,0
1,4,3,1,15,45,-6,1
3,0,49,1,10,69,-30,1
4,15,0,2,9,43,3,0
4,11,50,1,10,68,-9,0
3,11,9,1,3,97,-12,0
3,4,2,1,10,20,-24,1
2,3,25,1,10,37,-3,1
4,4,21,1,10,39,-6,0
2,1,33,1,10,16,-6,1
1,12,30,2,5,37,0,1
3,13,32,3,4,26,-5,1
2,4,55,3,11,48,0,1
4,13,38,1,10,22,-7,0
3,5,11,2,9,43,7,1
3,2,17,3,1,29,-14,1
3,0,14,2,9,85,-4,1
1,8,2,3,10,27,0,1
4,2,13,2,2,98,-3,0
4,7,48,1,10,16,-16,1
3,10,34,1,10,85,7,0
1,3,49,3,2,33,-17,1
4,7,15,4,2,40,-16,1
1,8,0,2,6,25,0,0
1,13,56,1,10,32,0,1
4,7,9,2,6,67,11,1
2,15,0,1,10,72,3,1
1,4,9,3,19,66,0,1
2,6,36,1,10,44,-17,1
2,0,46,2,11,31,5,1
4,4,33,1,10,53,-13,1
2,0,26,2,3,68,0,1
1,14,16,2,9,21,0,1
1,12,13,2,4,16,0,0
1,12,38,3,4,41,0,1
2,14,22,1,10,49,6,1
1,10,17,2,6,36,0,1
4,5,50,1,6,94,-16,1
2,1,37,1,10,74,-6,1
2,13,19,1,15,67,0,0
3,6,25,1,10,69,-3,0
2,11,15,2,3,23,-6,0
2,1,16,3,20,30,10,1
3,2,59,1,15,58,-20,1
3,14,18,2,10,22,7,0
4,2,18,1,7,93,7,0
4,1,7,2,10,39,-3,1
1,5,35,4,1,99,0,1
2,4,54,2,10,40,-11,1
1,14,55,1,10,24,0,0
1,4,0,2,20,28,-7,1
3,11,9,1,10,5,0,0
2,3,35,1,10,33,7,1
1,4,24,1,10,33,7,0
2,0,23,2,10,30,-3,1
2,10,36,2,10,64,7,0
3,10,47,3,5,95,17,1
4,15,0,1,10,43,0,0
4,3,27,1,10,23,1,0
1,14,41,1,10,44,0,0
1,1,9,1,10,10,0,0
3,9,41,1,10,53,9,0
4,9,34,2,8,74,15,0
3,13,57,1,10,59,-13,1
4,9,43,1,10,83,-7,0
3,11,32,1,10,28,-7,1
1,2,25,3,5,18,-7,1
1,15,0,1,10,25,0,0
4,4,30,3,1,67,20,0
2,11,36,2,9,37,-6,1
2,13,45,2,8,54,10,1
2,8,6,2,10,87,-7,1
2,8,49,3,11,76,-6,1
3,14,50,1,10,81,3,0
2,10,40,3,1,99,4,0
4,0,35,1,10,48,-3,1
2,6,27,2,10,42,-13,0
1,11,11,2,2,24,0,1
3,7,28,2,9,36,-8,0
4,12,43,2,12,34,23,0
3,9,3,3,10,25,13,1
2,1,28,1,15,58,7,1
4,8,32,1,10,7,-19,1
4,10,44,3,6,35,-1,1
3,3,43,1,15,28,-3,1
4,11,42,1,10,33,-10,0
3,9,11,3,10,46,4,1
2,13,35,1,10,20,0,0
4,3,33,3,1,59,3,0
1,12,25,3,9,33,0,1
4,2,24,2,7,93,-11,1
2,2,0,1,10,35,-18,1
3,12,56,2,10,72,10,1
2,2,34,2,7,78,10,1
4,1,4,1,10,34,-21,1
1,9,16,1,20,32,0,1
4,11,36,1,10,77,-12,1
3,5,36,1,10,60,7,1
4,4,44,1,10,20,-19,1
1,8,29,3,5,27,-7,1
2,0,57,1,10,85,-8,1
1,9,52,3,2,19,0,1
1,5,35,2,4,55,4,1
1,15,0,1,10,20,0,0
4,0,34,3,7,83,-9,1
1,9,12,1,10,49,-7,1
1,8,36,2,10,79,0,0
4,4,34,1,10,77,11,0
1,15,0,1,10,20,0,0
2,2,0,3,11,46,10,1
4,10,8,3,10,88,-6,1
2,12,55,2,8,16,-6,1
3,5,16,1,3,97,7,0
3,14,18,3,1,29,-21,0
3,11,47,3,5,39,-38,1
3,14,13,2,11,9,0,1
1,14,54,1,10,24,0,0
2,0,47,1,10,20,-6,0
4,3,31,2,7,80,7,0
3,11,44,1,10,50,-1,0
1,14,24,2,1,29,0,0
5,11,10,2,8,73,0,1
1,13,9,1,10,12,0,1
4,1,22,4,18,36,-14,1
4,14,29,1,10,19,-5,0
1,11,27,2,8,60,0,1
1,12,29,3,6,43,0,1
2,8,6,1,10,25,-35,1
3,10,53,2,3,28,14,0
2,2,0,2,6,40,11,1
4,8,50,1,10,75,-10,0
2,13,24,2,7,49,-7,1
4,0,20,1,10,71,0,0
4,2,20,2,10,61,-3,1
2,8,46,1,10,38,2,0
2,10,13,1,10,34,-3,0
4,4,52,1,10,35,3,1
2,7,47,3,4,87,-4,1
4,13,41,1,10,39,-8,0
3,3,53,3,3,27,7,1
4,2,47,2,11,69,3,1
3,2,49,2,5,35,-8,0
2,5,44,3,21,51,-14,1
3,2,39,2,10,70,-10,0
2,10,50,1,10,57,7,0
2,8,12,3,5,25,0,1
2,4,50,2,3,35,0,1
4,5,3,1,3,97,17,0
4,0,33,3,4,74,10,1
3,6,57,1,10,31,5,0
1,10,28,3,7,38,0,1
4,13,19,1,10,3,14,1
5,6,48,2,11,53,0,1
2,14,34,1,10,22,5,0
1,1,58,3,2,57,-3,0
4,12,53,3,2,28,-2,1
4,9,36,3,10,45,-32,1
3,13,43,2,5,25,-7,1
1,11,26,1,10,20,0,0
2,1,8,3,4,24,4,1
4,2,18,2,1,65,-39,1
3,2,5,1,5,62,22,0
1,6,59,2,10,75,-3,0
1,8,38,2,15,83,3,0
2,6,56,1,10,77,7,1
4,5,55,3,4,91,-11,0
4,3,30,1,10,43,-3,0
2,8,41,1,10,38,7,1
4,13,46,2,3,97,-14,1
3,7,30,2,14,43,3,1
4,8,8,2,3,30,-8,0
2,7,24,1,4,96,-3,1
3,7,25,3,26,52,-14,1
1,10,55,2,11,64,0,1
3,13,3,1,10,34,8,1
1,0,49,1,10,56,7,1
1,5,7,1,2,98,6,0
4,5,29,1,10,33,-21,0
2,2,0,3,4,13,0,1
1,10,6,2,17,15,0,0
1,6,51,3,14,5,0,1
2,15,0,3,6,40,0,1
2,1,20,3,6,62,-10,1
4,3,35,1,10,48,20,0
4,9,50,1,10,30,-15,1
1,11,39,2,5,22,0,0
4,1,4,2,10,84,-7,1
3,11,33,1,10,30,4,1
2,6,15,3,14,83,-2,1
4,7,35,2,19,46,-11,1
2,15,0,3,2,84,-4,0
1,13,36,3,4,25,0,1
2,3,22,2,5,95,0,1
2,2,32,1,10,20,-17,1
1,7,10,2,7,33,-3,0
3,6,30,1,10,37,-4,1
3,8,55,1,10,73,6,1
2,5,55,2,6,16,11,1
2,2,17,2,8,48,3,1
4,7,46,1,10,18,-10,1
1,10,4,1,10,75,0,1
3,7,37,2,3,70,-10,1
3,10,49,3,6,67,10,1
3,3,37,2,8,41,6,1
2,6,48,1,10,32,10,0
4,9,49,1,10,57,0,1
4,0,2,1,10,43,-3,1
4,14,11,2,10,53,30,0
